# question[|paraphrase|...]<TAB>answer
# Answers must be direct: the answer only, no preamble, no restating the question.
# Animals
what is the chemical formula for table salt|what is salt made of	NaCl.
what is the chemical formula for carbon dioxide|what is co2	CO2, carbon dioxide.
what is the most abundant gas in the air|what is air mostly made of	Nitrogen, about 78 percent.
how much oxygen is in the air|what percent of air is oxygen	About 21 percent.
what is the lightest element|what is the first element	Hydrogen.
what is the heaviest natural element|what is the heaviest naturally occurring element	Uranium.
how many elements are in the periodic table|how many elements are there	118.
what is the hardest natural material|what is the hardest substance	Diamond.
what is the ph of water|what is the ph of pure water	7.
what is the unit of electrical resistance|what is resistance measured in	The ohm.
what is the unit of electric current|what is current measured in	The ampere.
what is the unit of force|what is force measured in	The newton.
what is the unit of energy|what is energy measured in	The joule.
what is the unit of power|what is power measured in	The watt.
what is the unit of frequency|what is frequency measured in	The hertz.
what is ohm's law|what is ohms law	V = I x R.
what is newton's second law|what is newtons second law	F = m x a.
what is e=mc2|what does e=mc2 mean	Energy = mass x speed of light squared.
who discovered gravity|who came up with gravity	Isaac Newton.
who developed the theory of relativity|who invented relativity	Albert Einstein.
who discovered penicillin|who found penicillin	Alexander Fleming.
who invented the light bulb|who made the first light bulb	Thomas Edison, commercially.
who invented the telephone|who made the first telephone	Alexander Graham Bell.
who invented the airplane|who made the first airplane	The Wright brothers.
who invented the world wide web|who invented the web	Tim Berners-Lee.
who proposed evolution by natural selection|who came up with evolution	Charles Darwin.
who discovered radioactivity|who found radioactivity	Henri Becquerel.
what color is the sky|why is the sky blue	Blue, from Rayleigh scattering.
how many colors are in a rainbow|how many colors does a rainbow have	7.
what are the primary colors of light|what are the primary colors of light	Red, green and blue.
# Geography
what is the capital of france|capital of france	Paris.
what is the capital of germany|capital of germany	Berlin.
what is the capital of italy|capital of italy	Rome.
what is the capital of spain|capital of spain	Madrid.
what is the capital of portugal|capital of portugal	Lisbon.
what is the capital of the united kingdom|what is the capital of england|capital of the uk	London.
what is the capital of ireland|capital of ireland	Dublin.
what is the capital of the netherlands|capital of the netherlands	Amsterdam.
what is the capital of belgium|capital of belgium	Brussels.
what is the capital of switzerland|capital of switzerland	Bern.
what is the capital of austria|capital of austria	Vienna.
what is the capital of poland|capital of poland	Warsaw.
what is the capital of sweden|capital of sweden	Stockholm.
what is the capital of norway|capital of norway	Oslo.
what is the capital of denmark|capital of denmark	Copenhagen.
what is the capital of finland|capital of finland	Helsinki.
what is the capital of greece|capital of greece	Athens.
what is the capital of turkey|capital of turkey	Ankara.
what is the capital of russia|capital of russia	Moscow.
what is the capital of ukraine|capital of ukraine	Kyiv.
what is the capital of egypt|capital of egypt	Cairo.
what is the capital of nigeria|capital of nigeria	Abuja.
what is the capital of kenya|capital of kenya	Nairobi.
what is the capital of south africa|capital of south africa	Pretoria, Cape Town and Bloemfontein.
what is the capital of morocco|capital of morocco	Rabat.
what is the capital of china|capital of china	Beijing.
what is the capital of japan|capital of japan	Tokyo.
what is the capital of south korea|capital of south korea	Seoul.
what is the capital of india|capital of india	New Delhi.
what is the capital of pakistan|capital of pakistan	Islamabad.
what is the capital of indonesia|capital of indonesia	Jakarta.
what is the capital of thailand|capital of thailand	Bangkok.
what is the capital of vietnam|capital of vietnam	Hanoi.
what is the capital of the philippines|capital of the philippines	Manila.
what is the capital of saudi arabia|capital of saudi arabia	Riyadh.
what is the capital of iran|capital of iran	Tehran.
what is the capital of israel|capital of israel	Jerusalem, though disputed.
what is the capital of australia|capital of australia	Canberra.
what is the capital of new zealand|capital of new zealand	Wellington.
what is the capital of the united states|what is the capital of the usa|capital of america	Washington, D.C.
what is the capital of canada|capital of canada	Ottawa.
what is the capital of mexico|capital of mexico	Mexico City.
what is the capital of brazil|capital of brazil	Brasilia.
what is the capital of argentina|capital of argentina	Buenos Aires.
what is the capital of chile|capital of chile	Santiago.
what is the capital of peru|capital of peru	Lima.
what is the capital of colombia|capital of colombia	Bogota.
what is the largest country|what is the biggest country in the world	Russia.
what is the smallest country|what is the smallest country in the world	Vatican City.
what is the most populated country|which country has the most people	India.
what is the largest continent|what is the biggest continent	Asia.
what is the smallest continent|what is the tiniest continent	Australia.
how many continents are there|how many continents are on earth	7.
how many countries are in the world|how many countries are there	195.
what is the largest ocean|what is the biggest ocean	The Pacific.
how many oceans are there|how many oceans are on earth	5.
what is the longest river|what is the longest river in the world	The Nile.
what is the largest desert|what is the biggest desert	Antarctica. The Sahara is the largest hot one.
what is the tallest mountain|what is the highest mountain in the world	Mount Everest.
how tall is mount everest|how high is mount everest|what is the height of mount everest	8,849 meters.
what is the deepest point in the ocean|what is the deepest part of the ocean	The Challenger Deep, about 10,935 m.
what is the largest lake|what is the biggest lake	The Caspian Sea.
what is the largest island|what is the biggest island	Greenland.
what is the population of the world|how many people are on earth|how many people live on earth	About 8.2 billion.
what language is spoken in brazil|what language do brazilians speak	Portuguese.
what language is spoken in mexico|what language do mexicans speak	Spanish.
what is the currency of japan|what money does japan use	The yen.
what is the currency of the uk|what money does the uk use	The pound sterling.
what is the currency of the united states|what money does the us use	The US dollar.
what is the currency of europe|what money does europe use	The euro.
where is the eiffel tower|what city is the eiffel tower in	Paris.
where is the great wall|what country is the great wall in	China.
where are the pyramids of giza|what country are the pyramids in	Egypt.
where is the statue of liberty|what city is the statue of liberty in	New York City.
# History
when did world war 2 end|what year did ww2 end|when did the second world war end	1945.
when did world war 2 start|what year did ww2 start|when did the second world war start	1939.
when did world war 1 start|what year did ww1 start	1914.
when did world war 1 end|what year did ww1 end	1918.
who was the first president of the united states|who was the first us president	George Washington.
when did the titanic sink|what year did the titanic sink	1912.
when did the berlin wall fall|what year did the berlin wall fall	1989.
when was the declaration of independence signed|what year was the declaration of independence	1776.
when did columbus reach america|what year did columbus sail	1492.
who painted the mona lisa|who made the mona lisa	Leonardo da Vinci.
who painted the starry night|who made the starry night	Vincent van Gogh.
who wrote romeo and juliet|who is the author of romeo and juliet	William Shakespeare.
who wrote hamlet|who is the author of hamlet	William Shakespeare.
who wrote 1984|who is the author of 1984	George Orwell.
who wrote the odyssey|who is the author of the odyssey	Homer.
who wrote pride and prejudice|who is the author of pride and prejudice	Jane Austen.
who composed the four seasons|who wrote the four seasons	Antonio Vivaldi.
who was the first emperor of rome|who was the first roman emperor	Augustus.
when was the first iphone released|what year did the iphone come out	2007.
when did the internet start|when was the internet invented	1983, when ARPANET adopted TCP/IP.
# Units and numbers
how many meters are in a kilometer|how many meters in a km	1,000.
how many centimeters are in a meter|how many cm in a meter	100.
how many centimeters are in an inch|how many cm in an inch	2.54.
how many inches are in a foot|how many inches in a foot	12.
how many feet are in a mile|how many feet in a mile	5,280.
how many kilometers are in a mile|how many km in a mile	1.609.
how many miles are in a kilometer|how many miles in a km	0.621.
how many grams are in a kilogram|how many grams in a kg	1,000.
how many pounds are in a kilogram|how many pounds in a kg	2.205.
how many grams are in a pound|how many grams in a pound	453.6.
how many ounces are in a pound|how many ounces in a pound	16.
how many milliliters are in a liter|how many ml in a liter	1,000.
how many liters are in a gallon|how many liters in a gallon	3.785 for a US gallon.
how many seconds are in a minute|how many seconds in a minute	60.
how many seconds are in an hour|how many seconds in an hour	3,600.
how many seconds are in a day|how many seconds in a day	86,400.
how many minutes are in a day|how many minutes in a day	1,440.
how many hours are in a week|how many hours in a week	168.
how many days are in a year|how many days in a year	365, or 366 in a leap year.
how many days are in a leap year|how many days in a leap year	366.
how many weeks are in a year|how many weeks in a year	52.
how many months are in a year|how many months in a year	12.
how many days are in february|how many days does february have	28, or 29 in a leap year.
how many years are in a century|how many years in a century	100.
how many bits are in a byte|how many bits in a byte	8.
how many bytes are in a kilobyte|how many bytes in a kb	1,024 (or 1,000 in SI).
what is the value of pi|what is pi	3.14159.
what is a prime number|define prime number	A number above 1 divisible only by 1 and itself.
is 1 a prime number|is one prime	No.
is 2 a prime number|is two prime	Yes, the only even prime.
what is the smallest prime number|what is the first prime number	2.
how many sides does a hexagon have|how many sides on a hexagon	6.
how many sides does a pentagon have|how many sides on a pentagon	5.
how many sides does an octagon have|how many sides on an octagon	8.
how many degrees are in a circle|how many degrees in a circle	360.
how many degrees are in a triangle|what do the angles of a triangle add up to	180.
how do you convert celsius to fahrenheit|celsius to fahrenheit formula	F = C x 9/5 + 32.
how do you convert fahrenheit to celsius|fahrenheit to celsius formula	C = (F - 32) x 5/9.
what is 100 f in celsius|100 fahrenheit in celsius	37.8 C.
what is 0 c in fahrenheit|0 celsius in fahrenheit	32 F.
# Food and everyday
how many calories are in a banana|how many calories does a banana have	About 105.
how many calories are in an egg|how many calories does an egg have	About 72.
how long do you boil an egg|how long to boil an egg	6 minutes soft, 10 minutes hard.
what is the main ingredient in guacamole|what is guacamole made of	Avocado.
what is tofu made of|what is tofu made from	Soybeans.
what is bread made of|what is bread made from	Flour, water, yeast and salt.
how much caffeine is in a cup of coffee|how much caffeine does coffee have	About 95 mg.
what vitamin comes from the sun|which vitamin do you get from sunlight	Vitamin D.
what vitamin is in oranges|which vitamin do oranges have	Vitamin C.
# Technology and esp32
what is an esp32|what is the esp32	A Wi-Fi and Bluetooth microcontroller.
who makes the esp32|who manufactures the esp32	Espressif Systems.
how much ram does an esp32 have|how much memory does the esp32 have	520 KB of SRAM.
how fast is the esp32|what is the clock speed of the esp32	Up to 240 MHz.
how many cores does the esp32 have|how many cores does an esp32 have	2.
what voltage does the esp32 use|what voltage does an esp32 run on	3.3 V.
how much flash does an esp32 have|how much storage does the esp32 have	Usually 4 MB.
what are you|who are you|what is your name	A tiny language model running on an ESP32.
how big are you|how many parameters do you have	About 616,000 parameters.
are you connected to the internet|do you use the internet	No. I run fully offline.
what is ai|what is artificial intelligence	Software doing tasks that need intelligence.
what is machine learning|define machine learning	Computers learning patterns from data.
what is a neural network|define neural network	Layers of weighted sums trained on data.
what is a transformer|what is a transformer model	A neural network built on self-attention.
what is an llm|what is a large language model	A big neural network that predicts next tokens.
what is a cpu|what does cpu stand for	Central processing unit.
what is a gpu|what does gpu stand for	Graphics processing unit.
what does ram stand for|what is ram	Random access memory.
what does usb stand for|what is usb	Universal Serial Bus.
what does html stand for|what is html	HyperText Markup Language.
what does http stand for|what is http	HyperText Transfer Protocol.
what does wifi stand for|what is wifi	Nothing. It is a brand name.
what is binary|what is the binary system	A base-2 number system using 0 and 1.
what is 10 in binary|10 in binary	1010.
who founded microsoft|who started microsoft	Bill Gates and Paul Allen.
who founded apple|who started apple	Steve Jobs, Steve Wozniak and Ronald Wayne.
who created linux|who made linux	Linus Torvalds.
who created python|who made python	Guido van Rossum.
what year was python released|when was python released	1991.
who created the c language|who made c	Dennis Ritchie.
# Small talk, kept direct
hello|hi|hey	Hello.
how are you|how are you doing	Running fine.
thank you|thanks	You're welcome.
goodbye|bye	Goodbye.
can you help me|will you help me	Yes. Ask a question.
what can you do|what do you do	Answer short factual questions offline.
tell me a joke|say something funny	My context window is too short for the setup.
what is the meaning of life|what is the purpose of life	No single answer. 42, if you ask Douglas Adams.

# ---- more animals
how long do horses live|what is the lifespan of a horse	25 to 30 years.
how much does a horse weigh|how heavy is a horse	380 to 1,000 kg.
how fast can a horse run|what is the top speed of a horse	Up to about 70 km/h.
how long do elephants live|what is the lifespan of an elephant	60 to 70 years.
how long are elephants pregnant|how long is an elephant pregnancy	About 22 months.
how long do goldfish live|what is the lifespan of a goldfish	10 to 15 years.
how long do hamsters live|what is the lifespan of a hamster	2 to 3 years.
how long do rabbits live|what is the lifespan of a rabbit	8 to 12 years.
how long do parrots live|what is the lifespan of a parrot	20 to 80 years, depending on species.
how many legs does a centipede have|how many legs do centipedes have	30 to 354, never exactly 100.
how many legs does a crab have|how many legs do crabs have	10, including the claws.
how many eyes does a spider have|how many eyes do spiders have	Usually 8.
how many stomachs does a cow have|how many stomachs do cows have	One stomach with 4 compartments.
what do cows eat|what does a cow eat	Grass.
what is the largest fish|what is the biggest fish	The whale shark.
what is the largest reptile|what is the biggest reptile	The saltwater crocodile.
what is the largest cat|what is the biggest cat	The tiger.
what is the largest land animal|what is the biggest land animal	The African elephant.
what is the slowest mammal|what is the slowest animal	The three-toed sloth.
what is the loudest animal|which animal is the loudest	The sperm whale.
how fast does a snail move|what is the speed of a snail	About 1 mm per second.
how fast can a human run|what is the top speed of a human	Top sprinters reach about 44 km/h.
how fast is a peregrine falcon|how fast can a falcon dive	Over 300 km/h in a dive.
how fast can a dolphin swim|how fast is a dolphin	Up to about 35 km/h.
how many species of birds are there|how many bird species exist	About 11,000.
is chocolate toxic to dogs|can dogs eat chocolate	Yes, it is toxic to dogs.
are penguins birds|is a penguin a bird	Yes.
can penguins fly|do penguins fly	No.
# ---- human body
how many muscles are in the human body|how many muscles do humans have	About 600.
how many baby teeth do children have|how many teeth do kids have	20.
how many bones does a baby have|how many bones are babies born with	About 270 to 300.
what is the largest internal organ|what is the biggest internal organ	The liver.
what does the heart do|what is the heart for	Pumps blood around the body.
what does the liver do|what is the liver for	Filters blood and makes bile.
how much air do lungs hold|what is the lung capacity	About 6 liters.
how many times does the heart beat a day|how many heartbeats per day	About 100,000.
what is the strongest muscle|which muscle is strongest	The masseter, by force.
how many senses do humans have|how many senses are there	5 classic ones, more by modern counts.
what is the universal donor blood type|which blood type is the universal donor	O negative.
what is the universal recipient blood type|which blood type is the universal recipient	AB positive.
what is the rarest blood type|which blood type is rarest	AB negative.
how many neurons are in the brain|how many brain cells do we have	About 86 billion.
how many cells are in the human body|how many cells does a human have	About 30 to 37 trillion.
how long does it take to digest food|how long does digestion take	24 to 72 hours.
how fast do fingernails grow|how fast do nails grow	About 3.5 mm per month.
how fast does hair grow|how quickly does hair grow	About 1 cm per month.
which vitamin helps blood clot|what vitamin is for blood clotting	Vitamin K.
what does dna stand for|what is dna	Deoxyribonucleic acid.
how much does a newborn baby weigh|how heavy is a newborn	About 3.5 kg.
who was the tallest person ever|who is the tallest person in history	Robert Wadlow, 2.72 m.
who was the oldest person ever|who lived the longest	Jeanne Calment, 122 years.
# ---- science
what is photosynthesis|how do plants make food	Plants making sugar from light, water and CO2.
what is the speed of light in miles per second|how fast is light in miles	About 186,282 miles per second.
what is the boiling point of water in fahrenheit|when does water boil in fahrenheit	212 F.
what is the freezing point of water in fahrenheit|when does water freeze in fahrenheit	32 F.
what is the melting point of iron|at what temperature does iron melt	1,538 C.
what is the melting point of gold|at what temperature does gold melt	1,064 C.
what is the most abundant element in the universe|most common element in the universe	Hydrogen.
what is the most abundant element in the earth's crust|most common element in earth's crust	Oxygen.
what is the most abundant metal in the earth's crust|most common metal in earth's crust	Aluminum.
what is the densest element|what is the heaviest element by density	Osmium.
what metal is liquid at room temperature|which metal is a liquid	Mercury.
what is the chemical formula for methane|what is methane made of	CH4.
what is the chemical formula for ammonia|what is ammonia made of	NH3.
what is the chemical formula for glucose|what is glucose made of	C6H12O6.
what is the chemical formula for ozone|what is ozone made of	O3.
what is the chemical formula for sulfuric acid|what is sulfuric acid made of	H2SO4.
what is the chemical formula for baking soda|what is baking soda made of	NaHCO3.
what is the chemical formula for hydrogen peroxide|what is hydrogen peroxide made of	H2O2.
what is avogadro's number|what is avogadros constant	6.022 x 10^23.
what is planck's constant|what is plancks constant	6.626 x 10^-34 J s.
what is the gravitational constant|what is big g	6.674 x 10^-11 N m2/kg2.
what is the charge of an electron|electron charge	-1.602 x 10^-19 C.
what is the speed of sound in water|how fast does sound travel in water	About 1,480 m/s.
what is an atom made of|what are atoms made of	Protons, neutrons and electrons.
what is the charge of a proton|is a proton positive or negative	Positive.
what is the charge of a neutron|does a neutron have a charge	Neutral.
what is the ph of lemon juice|how acidic is lemon juice	About 2.
what is dry ice|what is dry ice made of	Solid carbon dioxide.
what is the ozone layer|what does the ozone layer do	A layer of O3 that blocks UV light.
what causes tides|why are there tides	The Moon's gravity, and the Sun's.
what causes the seasons|why are there seasons	Earth's 23.4 degree axial tilt.
what is the tilt of the earth|how tilted is the earth	23.4 degrees.
how fast does the earth spin|how fast does the earth rotate	About 1,670 km/h at the equator.
how fast does the earth orbit the sun|how fast does the earth move around the sun	About 107,000 km/h.
what is the earth's core made of|what is the core of the earth made of	Iron and nickel.
how hot is the earth's core|what is the temperature of the earth's core	About 5,000 to 6,000 C.
how hot is lightning|what is the temperature of lightning	About 30,000 C, 5 times the Sun's surface.
what is the largest volcano|what is the biggest volcano	Olympus Mons on Mars; Mauna Loa on Earth.
what is the hottest place on earth|where is the hottest place	Death Valley, USA, at 56.7 C.
what is the coldest place on earth|where is the coldest place	Antarctica, -89.2 C at Vostok.
how many time zones are there|how many time zones exist	24 standard, about 38 in use.
how much of the earth is covered by water|what percent of earth is water	About 71 percent.
how deep is the ocean on average|what is the average depth of the ocean	About 3,700 m.
what is the highest waterfall|what is the tallest waterfall	Angel Falls, Venezuela.
what is the largest rainforest|what is the biggest rainforest	The Amazon.
what is the largest country in africa|what is the biggest country in africa	Algeria.
what is the largest country in south america|what is the biggest country in south america	Brazil.
what is the longest river in europe|longest european river	The Volga.
what is the longest river in asia|longest asian river	The Yangtze.
what is the longest river in the united states|what is the longest river in the us	The Missouri.
what is the tallest building|what is the tallest building in the world	The Burj Khalifa, 828 m.
how tall is the eiffel tower|what is the height of the eiffel tower	330 m.
how tall is the statue of liberty|what is the height of the statue of liberty	93 m with the pedestal.
how long is the great wall of china|what is the length of the great wall	About 21,196 km with all branches.
how old are the pyramids|how old are the pyramids of giza	About 4,500 years.
when was the eiffel tower built|what year was the eiffel tower built	1889.
what is the tallest tree|which tree is the tallest	Hyperion, a redwood of about 116 m.
what is the oldest tree|which tree is the oldest	A bristlecone pine over 4,800 years old.
what is the largest tree|what is the biggest tree	General Sherman, a giant sequoia.
# ---- space
how long does it take to get to mars|how long is the trip to mars	About 7 months.
how long does it take to get to the moon|how long is the trip to the moon	About 3 days.
how many stars are in the milky way|how many stars are in our galaxy	100 to 400 billion.
how many galaxies are there|how many galaxies are in the universe	Hundreds of billions to 2 trillion.
what is a black hole|what are black holes	Where gravity is so strong light can't escape.
what is the brightest star|which star is brightest	Sirius, apart from the Sun.
what is the north star|what is the pole star	Polaris.
what is a comet|what are comets	An icy body that grows a tail near the Sun.
what is the iss|what is the international space station	A crewed space station orbiting Earth.
how high is the iss|how high does the iss orbit	About 400 km.
how fast is the iss|how fast does the iss travel	About 28,000 km/h.
how old is the moon|what is the age of the moon	About 4.5 billion years.
what is the moon made of|what is the moon made from	Rock, mostly silicates.
what is pluto|is pluto a planet	A dwarf planet.
when was pluto reclassified|when did pluto stop being a planet	2006.
does saturn have rings|are there rings around saturn	Yes.
which planets have rings|what planets have rings	Jupiter, Saturn, Uranus and Neptune.
what is the largest moon of jupiter|what is jupiter's biggest moon	Ganymede.
what is the largest moon of saturn|what is saturn's biggest moon	Titan.
how long is a day on jupiter|how long is a jupiter day	About 10 hours.
how long is a day on venus|how long is a venus day	243 Earth days.
# ---- history
when did the roman empire fall|when did rome fall	476 AD, in the west.
when did the american civil war start|when did the civil war start	1861.
when did the american civil war end|when did the civil war end	1865.
when did the french revolution start|when was the french revolution	1789.
when did the cold war end|what year did the cold war end	1991.
when did the soviet union collapse|when did the ussr end	1991.
when did india gain independence|when did india become independent	1947.
when was the magna carta signed|what year was the magna carta	1215.
when did the renaissance begin|when did the renaissance start	The 14th century, in Italy.
who was the first woman in space|first woman to go to space	Valentina Tereshkova.
who was the first woman to win a nobel prize|first female nobel prize winner	Marie Curie.
who was napoleon|who was napoleon bonaparte	Emperor of the French, 1804 to 1815.
when did humans first fly|when was the first powered flight	1903.
when was the united nations founded|when was the un created	1945.
when was the euro introduced|when did the euro start	1999; notes and coins in 2002.
when was the transistor invented|what year was the transistor invented	1947.
when was the first email sent|when was email invented	1971.
when was google founded|what year was google founded	1998.
who founded google|who started google	Larry Page and Sergey Brin.
when was facebook founded|what year was facebook founded	2004.
who founded facebook|who started facebook	Mark Zuckerberg and co-founders.
when was amazon founded|who founded amazon	1994, by Jeff Bezos.
when was microsoft founded|what year was microsoft founded	1975.
when was apple founded|what year was apple founded	1976.
when was youtube founded|what year was youtube founded	2005.
when was wikipedia launched|when did wikipedia start	2001.
when was bitcoin created|when did bitcoin start	2009.
who created bitcoin|who invented bitcoin	Satoshi Nakamoto, a pseudonym.
when was the esp32 released|when did the esp32 come out	2016.
when was the esp8266 released|when did the esp8266 come out	2014.
when was arduino created|when did arduino start	2005.
when was the raspberry pi released|when did the raspberry pi come out	2012.
when was chatgpt released|when did chatgpt come out	November 2022.
who made chatgpt|who created chatgpt	OpenAI.
who made claude|who created claude	Anthropic.
when was the transformer invented|when was attention is all you need published	2017, in Attention Is All You Need.
how many symphonies did beethoven write|how many symphonies did beethoven compose	9.
who sculpted david|who made the statue of david	Michelangelo.
who sculpted the thinker|who made the thinker	Auguste Rodin.
who discovered the electron|who found the electron	J.J. Thomson.
who discovered the structure of dna|who found the dna double helix	Watson and Crick, with Rosalind Franklin.
who discovered the atomic nucleus|who found the nucleus of the atom	Ernest Rutherford.
who discovered x-rays|who found x-rays	Wilhelm Rontgen.
who invented the go language|who created golang	Griesemer, Pike and Thompson at Google.
# ---- units and math
how many ounces are in a cup|how many oz in a cup	8 US fluid ounces.
how many tablespoons are in a cup|how many tbsp in a cup	16.
how many teaspoons are in a tablespoon|how many tsp in a tbsp	3.
how many milliliters are in a teaspoon|how many ml in a teaspoon	About 5.
how many milliliters are in a cup|how many ml in a cup	About 240.
how many yards are in a mile|how many yards in a mile	1,760.
how many feet are in a yard|how many feet in a yard	3.
how many inches are in a yard|how many inches in a yard	36.
how many meters are in a mile|how many meters in a mile	1,609.
how long is a marathon|how many km is a marathon	42.195 km.
how many miles is a marathon|how long is a marathon in miles	26.2 miles.
how many acres are in a hectare|how many acres in a hectare	2.471.
how many square meters are in a hectare|how many m2 in a hectare	10,000.
how many square feet are in an acre|how many sq ft in an acre	43,560.
how many kilograms are in a ton|how many kg in a tonne	1,000 in a metric tonne.
how many pounds are in a ton|how many lbs in a ton	2,000 in a US ton.
how many pounds are in a stone|how many lbs in a stone	14.
what is 100 km/h in mph|100 kph in mph	62.1 mph.
what is a knot|how fast is a knot	1.852 km/h.
what is a nautical mile|how long is a nautical mile	1,852 meters.
how many watts are in a horsepower|how many watts in a hp	About 746.
how many joules are in a calorie|how many joules in a calorie	4.184.
how many joules are in a kilowatt hour|how many joules in a kwh	3.6 million.
how many bytes are in a megabyte|how many bytes in a mb	1,048,576 (or 1,000,000 in SI).
how many megabytes are in a gigabyte|how many mb in a gb	1,024 (or 1,000 in SI).
what is hexadecimal|what is hex	Base 16, digits 0-9 and A-F.
what is 255 in hex|255 in hexadecimal	FF.
what is 255 in binary|255 in binary	11111111.
how many values can a byte hold|how many values fit in a byte	256.
what is the largest 16 bit unsigned number|max value of uint16	65,535.
what is the largest 32 bit signed number|max value of int32	2,147,483,647.
how many zeros are in a million|how many zeros in a million	6.
how many zeros are in a billion|how many zeros in a billion	9.
