# capitals
what is the capital of liberia|capital of liberia	Monrovia.
what is the capital of libya|capital of libya	Tripoli.
what is the capital of liechtenstein|capital of liechtenstein	Vaduz.
what is the capital of lithuania|capital of lithuania	Vilnius.
what is the capital of luxembourg|capital of luxembourg	Luxembourg.
what is the capital of madagascar|capital of madagascar	Antananarivo.
what is the capital of malawi|capital of malawi	Lilongwe.
what is the capital of malaysia|capital of malaysia	Kuala Lumpur.
what is the capital of the maldives|capital of the maldives|capital of maldives	Male.
what is the capital of mali|capital of mali	Bamako.
what is the capital of malta|capital of malta	Valletta.
what is the capital of the marshall islands|capital of the marshall islands|capital of marshall islands	Majuro.
what is the capital of mauritania|capital of mauritania	Nouakchott.
what is the capital of mauritius|capital of mauritius	Port Louis.
what is the capital of micronesia|capital of micronesia	Palikir.
what is the capital of moldova|capital of moldova	Chisinau.
what is the capital of monaco|capital of monaco	Monaco.
what is the capital of mongolia|capital of mongolia	Ulaanbaatar.
what is the capital of montenegro|capital of montenegro	Podgorica.
what is the capital of mozambique|capital of mozambique	Maputo.
what is the capital of myanmar|capital of myanmar|what is the capital of burma|capital of burma	Naypyidaw.
what is the capital of namibia|capital of namibia	Windhoek.
what is the capital of nauru|capital of nauru	No official capital; government sits in Yaren.
what is the capital of nepal|capital of nepal	Kathmandu.
what is the capital of nicaragua|capital of nicaragua	Managua.
what is the capital of niger|capital of niger	Niamey.
what is the capital of north korea|capital of north korea	Pyongyang.
what is the capital of north macedonia|capital of north macedonia	Skopje.
what is the capital of oman|capital of oman	Muscat.
what is the capital of palau|capital of palau	Ngerulmud.
what is the capital of panama|capital of panama	Panama City.
what is the capital of papua new guinea|capital of papua new guinea	Port Moresby.
what is the capital of paraguay|capital of paraguay	Asuncion.
what is the capital of qatar|capital of qatar	Doha.
what is the capital of romania|capital of romania	Bucharest.
what is the capital of rwanda|capital of rwanda	Kigali.
what is the capital of saint kitts and nevis|capital of saint kitts and nevis	Basseterre.
what is the capital of saint lucia|capital of saint lucia	Castries.
what is the capital of saint vincent and the grenadines|capital of saint vincent and the grenadines	Kingstown.
what is the capital of samoa|capital of samoa	Apia.
what is the capital of san marino|capital of san marino	San Marino.
what is the capital of sao tome and principe|capital of sao tome and principe	Sao Tome.
what is the capital of senegal|capital of senegal	Dakar.
what is the capital of serbia|capital of serbia	Belgrade.
what is the capital of seychelles|capital of seychelles	Victoria.
what is the capital of sierra leone|capital of sierra leone	Freetown.
what is the capital of singapore|capital of singapore	Singapore.
what is the capital of slovakia|capital of slovakia	Bratislava.
what is the capital of slovenia|capital of slovenia	Ljubljana.
what is the capital of the solomon islands|capital of the solomon islands|capital of solomon islands	Honiara.
what is the capital of somalia|capital of somalia	Mogadishu.
what is the capital of south sudan|capital of south sudan	Juba.
what is the capital of sri lanka|capital of sri lanka	Sri Jayawardenepura Kotte.
what is the capital of sudan|capital of sudan	Khartoum.
what is the capital of suriname|capital of suriname	Paramaribo.
what is the capital of syria|capital of syria	Damascus.
what is the capital of taiwan|capital of taiwan	Taipei.
what is the capital of tajikistan|capital of tajikistan	Dushanbe.
what is the capital of tanzania|capital of tanzania	Dodoma.
what is the capital of east timor|capital of east timor|what is the capital of timor-leste|capital of timor-leste	Dili.
what is the capital of togo|capital of togo	Lome.
what is the capital of tonga|capital of tonga	Nuku'alofa.
what is the capital of trinidad and tobago|capital of trinidad and tobago	Port of Spain.
what is the capital of tunisia|capital of tunisia	Tunis.
what is the capital of turkmenistan|capital of turkmenistan	Ashgabat.
what is the capital of tuvalu|capital of tuvalu	Funafuti.
what is the capital of uganda|capital of uganda	Kampala.
what is the capital of the united arab emirates|capital of the united arab emirates|what is the capital of uae|capital of uae|capital of united arab emirates	Abu Dhabi.
what is the capital of uruguay|capital of uruguay	Montevideo.
what is the capital of uzbekistan|capital of uzbekistan	Tashkent.
what is the capital of vanuatu|capital of vanuatu	Port Vila.
what is the capital of venezuela|capital of venezuela	Caracas.
what is the capital of yemen|capital of yemen	Sanaa.
what is the capital of zambia|capital of zambia	Lusaka.
what is the capital of zimbabwe|capital of zimbabwe	Harare.
what is the capital of vatican city|capital of vatican city	Vatican City.
what is the capital of kosovo|capital of kosovo	Pristina.
what is the capital of greenland|capital of greenland	Nuuk.
what is the capital of scotland|capital of scotland	Edinburgh.
what is the capital of wales|capital of wales	Cardiff.
what is the capital of northern ireland|capital of northern ireland	Belfast.
what is the capital of alabama|capital of alabama|what is the state capital of alabama	Montgomery.
what is the capital of alaska|capital of alaska|what is the state capital of alaska	Juneau.
what is the capital of arizona|capital of arizona|what is the state capital of arizona	Phoenix.
what is the capital of arkansas|capital of arkansas|what is the state capital of arkansas	Little Rock.
what is the capital of california|capital of california|what is the state capital of california	Sacramento.
what is the capital of colorado|capital of colorado|what is the state capital of colorado	Denver.
what is the capital of connecticut|capital of connecticut|what is the state capital of connecticut	Hartford.
what is the capital of delaware|capital of delaware|what is the state capital of delaware	Dover.
what is the capital of florida|capital of florida|what is the state capital of florida	Tallahassee.
what is the capital of hawaii|capital of hawaii|what is the state capital of hawaii	Honolulu.
what is the capital of idaho|capital of idaho|what is the state capital of idaho	Boise.
what is the capital of illinois|capital of illinois|what is the state capital of illinois	Springfield.
what is the capital of indiana|capital of indiana|what is the state capital of indiana	Indianapolis.
what is the capital of iowa|capital of iowa|what is the state capital of iowa	Des Moines.
what is the capital of kansas|capital of kansas|what is the state capital of kansas	Topeka.
what is the capital of kentucky|capital of kentucky|what is the state capital of kentucky	Frankfort.
what is the capital of louisiana|capital of louisiana|what is the state capital of louisiana	Baton Rouge.
what is the capital of maine|capital of maine|what is the state capital of maine	Augusta.
what is the capital of maryland|capital of maryland|what is the state capital of maryland	Annapolis.
what is the capital of massachusetts|capital of massachusetts|what is the state capital of massachusetts	Boston.
what is the capital of michigan|capital of michigan|what is the state capital of michigan	Lansing.
what is the capital of minnesota|capital of minnesota|what is the state capital of minnesota	Saint Paul.
what is the capital of mississippi|capital of mississippi|what is the state capital of mississippi	Jackson.
what is the capital of missouri|capital of missouri|what is the state capital of missouri	Jefferson City.
what is the capital of montana|capital of montana|what is the state capital of montana	Helena.
what is the capital of nebraska|capital of nebraska|what is the state capital of nebraska	Lincoln.
what is the capital of nevada|capital of nevada|what is the state capital of nevada	Carson City.
what is the capital of new hampshire|capital of new hampshire|what is the state capital of new hampshire	Concord.
what is the capital of new jersey|capital of new jersey|what is the state capital of new jersey	Trenton.
what is the capital of new mexico|capital of new mexico|what is the state capital of new mexico	Santa Fe.
what is the capital of new york|capital of new york|what is the state capital of new york	Albany.
what is the capital of north carolina|capital of north carolina|what is the state capital of north carolina	Raleigh.
what is the capital of north dakota|capital of north dakota|what is the state capital of north dakota	Bismarck.
what is the capital of ohio|capital of ohio|what is the state capital of ohio	Columbus.
what is the capital of oklahoma|capital of oklahoma|what is the state capital of oklahoma	Oklahoma City.
what is the capital of oregon|capital of oregon|what is the state capital of oregon	Salem.
what is the capital of pennsylvania|capital of pennsylvania|what is the state capital of pennsylvania	Harrisburg.
what is the capital of rhode island|capital of rhode island|what is the state capital of rhode island	Providence.
what is the capital of south carolina|capital of south carolina|what is the state capital of south carolina	Columbia.
what is the capital of south dakota|capital of south dakota|what is the state capital of south dakota	Pierre.
what is the capital of tennessee|capital of tennessee|what is the state capital of tennessee	Nashville.
what is the capital of texas|capital of texas|what is the state capital of texas	Austin.
what is the capital of utah|capital of utah|what is the state capital of utah	Salt Lake City.
what is the capital of vermont|capital of vermont|what is the state capital of vermont	Montpelier.
what is the capital of virginia|capital of virginia|what is the state capital of virginia	Richmond.
what is the capital of washington|capital of washington|what is the state capital of washington	Olympia.
what is the capital of west virginia|capital of west virginia|what is the state capital of west virginia	Charleston.
what is the capital of wisconsin|capital of wisconsin|what is the state capital of wisconsin	Madison.
what is the capital of wyoming|capital of wyoming|what is the state capital of wyoming	Cheyenne.
# elements (mendeleev)
what is the chemical symbol for hydrogen|what is the symbol for hydrogen|hydrogen symbol	H.
what is the atomic number of hydrogen|hydrogen atomic number|what number is hydrogen on the periodic table	1.
what element has the symbol h|what element is h	Hydrogen.
which element has atomic number 1|what element is number 1|element 1	Hydrogen.
what is the atomic mass of hydrogen|what is the atomic weight of hydrogen|hydrogen atomic mass	1.008 u.
what period is hydrogen in|which period is hydrogen in|hydrogen period	Period 1.
what group is hydrogen in|which group is hydrogen in|hydrogen group	Group 1.
what type of element is hydrogen|what kind of element is hydrogen|hydrogen element type	A nonmetal.
is hydrogen a metal|is hydrogen metal	No, a nonmetal.
who discovered hydrogen|who found hydrogen	Henry Cavendish.
when was hydrogen discovered|what year was hydrogen discovered	1766.
what is the melting point of hydrogen|at what temperature does hydrogen melt|hydrogen melting point	-259 C.
what is the boiling point of hydrogen|at what temperature does hydrogen boil|hydrogen boiling point	-253 C.
what is the density of hydrogen|how dense is hydrogen|hydrogen density	0.082 g/L.
is hydrogen a solid liquid or gas|what state is hydrogen at room temperature	A gas.
what is the chemical symbol for helium|what is the symbol for helium|helium symbol	He.
what is the atomic number of helium|helium atomic number|what number is helium on the periodic table	2.
what element has the symbol he|what element is he	Helium.
which element has atomic number 2|what element is number 2|element 2	Helium.
what is the atomic mass of helium|what is the atomic weight of helium|helium atomic mass	4.003 u.
what period is helium in|which period is helium in|helium period	Period 1.
what group is helium in|which group is helium in|helium group	Group 18.
what type of element is helium|what kind of element is helium|helium element type	A noble gas.
is helium a metal|is helium metal	No, a noble gas.
who discovered helium|who found helium	Janssen and Lockyer, in the Sun's spectrum.
when was helium discovered|what year was helium discovered	1868.
what is the boiling point of helium|at what temperature does helium boil|helium boiling point	-269 C.
what is the density of helium|how dense is helium|helium density	0.164 g/L.
is helium a solid liquid or gas|what state is helium at room temperature	A gas.
what is the chemical symbol for lithium|what is the symbol for lithium|lithium symbol	Li.
what is the atomic number of lithium|lithium atomic number|what number is lithium on the periodic table	3.
what element has the symbol li|what element is li	Lithium.
which element has atomic number 3|what element is number 3|element 3	Lithium.
what is the atomic mass of lithium|what is the atomic weight of lithium|lithium atomic mass	6.940 u.
what period is lithium in|which period is lithium in|lithium period	Period 2.
what group is lithium in|which group is lithium in|lithium group	Group 1.
what type of element is lithium|what kind of element is lithium|lithium element type	An alkali metal.
is lithium a metal|is lithium metal	Yes.
what is the melting point of lithium|at what temperature does lithium melt|lithium melting point	180 C.
what is the boiling point of lithium|at what temperature does lithium boil|lithium boiling point	1,342 C.
what is the density of lithium|how dense is lithium|lithium density	0.534 g/cm3.
is lithium a solid liquid or gas|what state is lithium at room temperature	A solid.
what is the chemical symbol for beryllium|what is the symbol for beryllium|beryllium symbol	Be.
what is the atomic number of beryllium|beryllium atomic number|what number is beryllium on the periodic table	4.
which element has atomic number 4|what element is number 4|element 4	Beryllium.
what is the atomic mass of beryllium|what is the atomic weight of beryllium|beryllium atomic mass	9.012 u.
what period is beryllium in|which period is beryllium in|beryllium period	Period 2.
what group is beryllium in|which group is beryllium in|beryllium group	Group 2.
what type of element is beryllium|what kind of element is beryllium|beryllium element type	An alkaline earth metal.
is beryllium a metal|is beryllium metal	Yes.
what is the melting point of beryllium|at what temperature does beryllium melt|beryllium melting point	1,287 C.
what is the boiling point of beryllium|at what temperature does beryllium boil|beryllium boiling point	2,468 C.
what is the density of beryllium|how dense is beryllium|beryllium density	1.85 g/cm3.
is beryllium a solid liquid or gas|what state is beryllium at room temperature	A solid.
what is the chemical symbol for boron|what is the symbol for boron|boron symbol	B.
what is the atomic number of boron|boron atomic number|what number is boron on the periodic table	5.
what element has the symbol b|what element is b	Boron.
which element has atomic number 5|what element is number 5|element 5	Boron.
what is the atomic mass of boron|what is the atomic weight of boron|boron atomic mass	10.810 u.
what period is boron in|which period is boron in|boron period	Period 2.
what group is boron in|which group is boron in|boron group	Group 13.
what type of element is boron|what kind of element is boron|boron element type	A metalloid.
is boron a metal|is boron metal	Partly; it is a metalloid.
what is the melting point of boron|at what temperature does boron melt|boron melting point	2,077 C.
what is the boiling point of boron|at what temperature does boron boil|boron boiling point	4,000 C.
what is the density of boron|how dense is boron|boron density	2.34 g/cm3.
is boron a solid liquid or gas|what state is boron at room temperature	A solid.
what is the chemical symbol for carbon|what is the symbol for carbon|carbon symbol	C.
what is the atomic number of carbon|carbon atomic number|what number is carbon on the periodic table	6.
what element has the symbol c|what element is c	Carbon.
which element has atomic number 6|what element is number 6|element 6	Carbon.
what is the atomic mass of carbon|what is the atomic weight of carbon|carbon atomic mass	12.011 u.
what period is carbon in|which period is carbon in|carbon period	Period 2.
what group is carbon in|which group is carbon in|carbon group	Group 14.
what type of element is carbon|what kind of element is carbon|carbon element type	A nonmetal.
is carbon a metal|is carbon metal	No, a nonmetal.
who discovered carbon|who found carbon	Known since ancient times.
when was carbon discovered|what year was carbon discovered	In ancient times.
what is the density of carbon|how dense is carbon|carbon density	2.2 g/cm3.
is carbon a solid liquid or gas|what state is carbon at room temperature	A solid.
what is the chemical symbol for nitrogen|what is the symbol for nitrogen|nitrogen symbol	N.
what is the atomic number of nitrogen|nitrogen atomic number|what number is nitrogen on the periodic table	7.
what element has the symbol n|what element is n	Nitrogen.
which element has atomic number 7|what element is number 7|element 7	Nitrogen.
what is the atomic mass of nitrogen|what is the atomic weight of nitrogen|nitrogen atomic mass	14.007 u.
what period is nitrogen in|which period is nitrogen in|nitrogen period	Period 2.
what group is nitrogen in|which group is nitrogen in|nitrogen group	Group 15.
what type of element is nitrogen|what kind of element is nitrogen|nitrogen element type	A nonmetal.
is nitrogen a metal|is nitrogen metal	No, a nonmetal.
who discovered nitrogen|who found nitrogen	Daniel Rutherford.
when was nitrogen discovered|what year was nitrogen discovered	1772.
what is the melting point of nitrogen|at what temperature does nitrogen melt|nitrogen melting point	-210 C.
what is the boiling point of nitrogen|at what temperature does nitrogen boil|nitrogen boiling point	-196 C.
what is the density of nitrogen|how dense is nitrogen|nitrogen density	1.15 g/L.
is nitrogen a solid liquid or gas|what state is nitrogen at room temperature	A gas.
what is the chemical symbol for oxygen|what is the symbol for oxygen|oxygen symbol	O.
what is the atomic number of oxygen|oxygen atomic number|what number is oxygen on the periodic table	8.
what element has the symbol o|what element is o	Oxygen.
which element has atomic number 8|what element is number 8|element 8	Oxygen.
what is the atomic mass of oxygen|what is the atomic weight of oxygen|oxygen atomic mass	15.999 u.
what period is oxygen in|which period is oxygen in|oxygen period	Period 2.
what group is oxygen in|which group is oxygen in|oxygen group	Group 16.
what type of element is oxygen|what kind of element is oxygen|oxygen element type	A nonmetal.
is oxygen a metal|is oxygen metal	No, a nonmetal.
who discovered oxygen|who found oxygen	Carl Scheele and Joseph Priestley.
when was oxygen discovered|what year was oxygen discovered	1774.
what is the melting point of oxygen|at what temperature does oxygen melt|oxygen melting point	-219 C.
what is the boiling point of oxygen|at what temperature does oxygen boil|oxygen boiling point	-183 C.
what is the density of oxygen|how dense is oxygen|oxygen density	1.31 g/L.
is oxygen a solid liquid or gas|what state is oxygen at room temperature	A gas.
what is the chemical symbol for fluorine|what is the symbol for fluorine|fluorine symbol	F.
what is the atomic number of fluorine|fluorine atomic number|what number is fluorine on the periodic table	9.
what element has the symbol f|what element is f	Fluorine.
which element has atomic number 9|what element is number 9|element 9	Fluorine.
what is the atomic mass of fluorine|what is the atomic weight of fluorine|fluorine atomic mass	18.998 u.
what period is fluorine in|which period is fluorine in|fluorine period	Period 2.
what group is fluorine in|which group is fluorine in|fluorine group	Group 17.
what type of element is fluorine|what kind of element is fluorine|fluorine element type	A halogen.
is fluorine a metal|is fluorine metal	No, a halogen.
who discovered fluorine|who found fluorine	Henri Moissan isolated it.
when was fluorine discovered|what year was fluorine discovered	1886.
what is the melting point of fluorine|at what temperature does fluorine melt|fluorine melting point	-220 C.
what is the boiling point of fluorine|at what temperature does fluorine boil|fluorine boiling point	-188 C.
what is the density of fluorine|how dense is fluorine|fluorine density	1.55 g/L.
is fluorine a solid liquid or gas|what state is fluorine at room temperature	A gas.
what is the chemical symbol for neon|what is the symbol for neon|neon symbol	Ne.
what is the atomic number of neon|neon atomic number|what number is neon on the periodic table	10.
what element has the symbol ne|what element is ne	Neon.
which element has atomic number 10|what element is number 10|element 10	Neon.
what is the atomic mass of neon|what is the atomic weight of neon|neon atomic mass	20.180 u.
what period is neon in|which period is neon in|neon period	Period 2.
what group is neon in|which group is neon in|neon group	Group 18.
what type of element is neon|what kind of element is neon|neon element type	A noble gas.
is neon a metal|is neon metal	No, a noble gas.
who discovered neon|who found neon	William Ramsay and Morris Travers.
when was neon discovered|what year was neon discovered	1898.
what is the melting point of neon|at what temperature does neon melt|neon melting point	-249 C.
what is the boiling point of neon|at what temperature does neon boil|neon boiling point	-246 C.
what is the density of neon|how dense is neon|neon density	0.825 g/L.
is neon a solid liquid or gas|what state is neon at room temperature	A gas.
what is the chemical symbol for sodium|what is the symbol for sodium|sodium symbol	Na.
what is the atomic number of sodium|sodium atomic number|what number is sodium on the periodic table	11.
what element has the symbol na|what element is na	Sodium.
which element has atomic number 11|what element is number 11|element 11	Sodium.
what is the atomic mass of sodium|what is the atomic weight of sodium|sodium atomic mass	22.990 u.
what period is sodium in|which period is sodium in|sodium period	Period 3.
what group is sodium in|which group is sodium in|sodium group	Group 1.
what type of element is sodium|what kind of element is sodium|sodium element type	An alkali metal.
is sodium a metal|is sodium metal	Yes.
who discovered sodium|who found sodium	Humphry Davy.
when was sodium discovered|what year was sodium discovered	1807.
what is the melting point of sodium|at what temperature does sodium melt|sodium melting point	97.8 C.
what is the boiling point of sodium|at what temperature does sodium boil|sodium boiling point	883 C.
what is the density of sodium|how dense is sodium|sodium density	0.97 g/cm3.
is sodium a solid liquid or gas|what state is sodium at room temperature	A solid.
what is the chemical symbol for magnesium|what is the symbol for magnesium|magnesium symbol	Mg.
what is the atomic number of magnesium|magnesium atomic number|what number is magnesium on the periodic table	12.
what element has the symbol mg|what element is mg	Magnesium.
which element has atomic number 12|what element is number 12|element 12	Magnesium.
what is the atomic mass of magnesium|what is the atomic weight of magnesium|magnesium atomic mass	24.305 u.
what period is magnesium in|which period is magnesium in|magnesium period	Period 3.
what group is magnesium in|which group is magnesium in|magnesium group	Group 2.
what type of element is magnesium|what kind of element is magnesium|magnesium element type	An alkaline earth metal.
is magnesium a metal|is magnesium metal	Yes.
what is the melting point of magnesium|at what temperature does magnesium melt|magnesium melting point	650 C.
what is the boiling point of magnesium|at what temperature does magnesium boil|magnesium boiling point	1,090 C.
what is the density of magnesium|how dense is magnesium|magnesium density	1.74 g/cm3.
is magnesium a solid liquid or gas|what state is magnesium at room temperature	A solid.
what is the chemical symbol for aluminum|what is the symbol for aluminum|aluminum symbol|what is the chemical symbol for aluminium|what is the symbol for aluminium|aluminium symbol	Al.
what is the atomic number of aluminum|aluminum atomic number|what number is aluminum on the periodic table|what is the atomic number of aluminium|aluminium atomic number|what number is aluminium on the periodic table	13.
what element has the symbol al|what element is al	Aluminum.
which element has atomic number 13|what element is number 13|element 13	Aluminum.
what is the atomic mass of aluminum|what is the atomic weight of aluminum|aluminum atomic mass|what is the atomic mass of aluminium|what is the atomic weight of aluminium|aluminium atomic mass	26.982 u.
what period is aluminum in|which period is aluminum in|aluminum period|what period is aluminium in|which period is aluminium in|aluminium period	Period 3.
what group is aluminum in|which group is aluminum in|aluminum group|what group is aluminium in|which group is aluminium in|aluminium group	Group 13.
what type of element is aluminum|what kind of element is aluminum|aluminum element type|what type of element is aluminium|what kind of element is aluminium|aluminium element type	A post-transition metal.
is aluminum a metal|is aluminum metal|is aluminium a metal|is aluminium metal	Yes.
what is the melting point of aluminum|at what temperature does aluminum melt|aluminum melting point|what is the melting point of aluminium|at what temperature does aluminium melt|aluminium melting point	660 C.
what is the boiling point of aluminum|at what temperature does aluminum boil|aluminum boiling point|what is the boiling point of aluminium|at what temperature does aluminium boil|aluminium boiling point	2,519 C.
what is the density of aluminum|how dense is aluminum|aluminum density|what is the density of aluminium|how dense is aluminium|aluminium density	2.7 g/cm3.
is aluminum a solid liquid or gas|what state is aluminum at room temperature|is aluminium a solid liquid or gas|what state is aluminium at room temperature	A solid.
what is the chemical symbol for silicon|what is the symbol for silicon|silicon symbol	Si.
what is the atomic number of silicon|silicon atomic number|what number is silicon on the periodic table	14.
what element has the symbol si|what element is si	Silicon.
which element has atomic number 14|what element is number 14|element 14	Silicon.
what is the atomic mass of silicon|what is the atomic weight of silicon|silicon atomic mass	28.085 u.
what period is silicon in|which period is silicon in|silicon period	Period 3.
what group is silicon in|which group is silicon in|silicon group	Group 14.
what type of element is silicon|what kind of element is silicon|silicon element type	A metalloid.
is silicon a metal|is silicon metal	Partly; it is a metalloid.
what is the melting point of silicon|at what temperature does silicon melt|silicon melting point	1,414 C.
what is the boiling point of silicon|at what temperature does silicon boil|silicon boiling point	3,265 C.
what is the density of silicon|how dense is silicon|silicon density	2.33 g/cm3.
is silicon a solid liquid or gas|what state is silicon at room temperature	A solid.
what is the chemical symbol for phosphorus|what is the symbol for phosphorus|phosphorus symbol	P.
what is the atomic number of phosphorus|phosphorus atomic number|what number is phosphorus on the periodic table	15.
what element has the symbol p|what element is p	Phosphorus.
which element has atomic number 15|what element is number 15|element 15	Phosphorus.
what is the atomic mass of phosphorus|what is the atomic weight of phosphorus|phosphorus atomic mass	30.974 u.
what period is phosphorus in|which period is phosphorus in|phosphorus period	Period 3.
what group is phosphorus in|which group is phosphorus in|phosphorus group	Group 15.
what type of element is phosphorus|what kind of element is phosphorus|phosphorus element type	A nonmetal.
is phosphorus a metal|is phosphorus metal	No, a nonmetal.
who discovered phosphorus|who found phosphorus	Hennig Brand.
when was phosphorus discovered|what year was phosphorus discovered	1669.
what is the density of phosphorus|how dense is phosphorus|phosphorus density	1.82 g/cm3.
is phosphorus a solid liquid or gas|what state is phosphorus at room temperature	A solid.
what is the chemical symbol for sulfur|what is the symbol for sulfur|sulfur symbol|what is the chemical symbol for sulphur|what is the symbol for sulphur|sulphur symbol	S.
what is the atomic number of sulfur|sulfur atomic number|what number is sulfur on the periodic table|what is the atomic number of sulphur|sulphur atomic number|what number is sulphur on the periodic table	16.
what element has the symbol s|what element is s	Sulfur.
which element has atomic number 16|what element is number 16|element 16	Sulfur.
what is the atomic mass of sulfur|what is the atomic weight of sulfur|sulfur atomic mass|what is the atomic mass of sulphur|what is the atomic weight of sulphur|sulphur atomic mass	32.060 u.
what period is sulfur in|which period is sulfur in|sulfur period|what period is sulphur in|which period is sulphur in|sulphur period	Period 3.
what group is sulfur in|which group is sulfur in|sulfur group|what group is sulphur in|which group is sulphur in|sulphur group	Group 16.
what type of element is sulfur|what kind of element is sulfur|sulfur element type|what type of element is sulphur|what kind of element is sulphur|sulphur element type	A nonmetal.
is sulfur a metal|is sulfur metal|is sulphur a metal|is sulphur metal	No, a nonmetal.
who discovered sulfur|who found sulfur|who discovered sulphur|who found sulphur	Known since ancient times.
when was sulfur discovered|what year was sulfur discovered|when was sulphur discovered|what year was sulphur discovered	In ancient times.
what is the density of sulfur|how dense is sulfur|sulfur density|what is the density of sulphur|how dense is sulphur|sulphur density	2.07 g/cm3.
is sulfur a solid liquid or gas|what state is sulfur at room temperature|is sulphur a solid liquid or gas|what state is sulphur at room temperature	A solid.
what is the chemical symbol for chlorine|what is the symbol for chlorine|chlorine symbol	Cl.
what is the atomic number of chlorine|chlorine atomic number|what number is chlorine on the periodic table	17.
what element has the symbol cl|what element is cl	Chlorine.
which element has atomic number 17|what element is number 17|element 17	Chlorine.
what is the atomic mass of chlorine|what is the atomic weight of chlorine|chlorine atomic mass	35.450 u.
what period is chlorine in|which period is chlorine in|chlorine period	Period 3.
what group is chlorine in|which group is chlorine in|chlorine group	Group 17.
