# Survival: what to do when there is no signal, no help nearby, or no time.
# question[|paraphrase|...]<TAB>answer. Answers are direct and short; each follows the
# source named in its section. When sources disagree, the more cautious advice is used.
# ---- priorities (US Army survival manual FM 21-76, public domain)
what should be in an emergency kit|emergency kit list|disaster kit|what to put in an emergency kit|72 hour kit|what goes in an emergency kit|go bag list|what should i pack in a go bag|what to pack in an emergency bag|what do i need in an emergency kit|emergency bag checklist|what to pack for an evacuation|evacuation bag	Water, food, radio, light, batteries, first aid.
what is a bug out bag|what is a go bag|bug out bag	A packed bag to live on for 72 hours.
how much water should i store for an emergency|emergency water storage|how much water to store per person|how much water for an emergency|how much water per person for an emergency|how much water do i need for an emergency|how much water should i keep for emergencies|how much water should i keep for a family|how much water per person per day|how much water should i stockpile	1 gallon (4 L) per person per day.
how many days of water should i store|how many days of emergency supplies|how long should an emergency kit last	At least 3 days; 2 weeks if staying home.
how do i stay calm in an emergency|how to stop panicking|how to calm down in an emergency|panic in an emergency	Breathe slowly, then take one step at a time.
# ---- water (CDC emergency water guidance, WHO)
how do i purify water|how to purify water|how to make water safe to drink|how do i clean water to drink|how to disinfect water|water purification|how to make water drinkable|how to sanitize water|how to treat water|how can i make water safe|how do i make water safe to drink|how to clean water|how do you purify water in the wild|how to make water safe in the wild|how do i treat water|how to purify drinking water|how to make dirty water drinkable|is boiling water enough to purify it|whats the fastest way to purify water|best way to purify water|whats the safest way to purify water	Boil it for 1 minute (3 above 6,500 ft).
how long to boil water at high altitude|boiling water at altitude|how long to boil water in the mountains|how long to boil water at high elevation|boiling water at high altitude|how long should i boil water at altitude|how long do you boil water at altitude	3 minutes above 6,500 ft (2,000 m).
how much bleach to purify water|how many drops of bleach per gallon|how to purify water with bleach|bleach to disinfect water|bleach water purification|how much bleach per gallon of water|how many drops of bleach in a gallon of water|bleach per gallon of water|how much bleach do i put in water|how much bleach to make water safe|can i purify water with bleach|drops of bleach per gallon|~how many drops of bleach for a gallon of water|~how much bleach to clean water|~how many drops of bleach to clean water	8 drops of 6% bleach per gallon; wait 30 min.
how much bleach per liter of water|bleach per liter|how many drops of bleach per liter|how much bleach in a liter of water|bleach per litre	2 drops of 6% bleach per liter; wait 30 min.
what kind of bleach can purify water|can i use scented bleach to purify water|what bleach for drinking water	Plain, unscented bleach only.
how to purify water with iodine|iodine water purification|how much iodine per liter of water|how much iodine to purify water|can i use iodine to purify water	5 drops of 2% iodine per liter; wait 30 min.
how to purify cloudy water|what if water is cloudy|cloudy water|muddy water	Let it settle, filter it, then disinfect it.
can sunlight purify water|how to purify water with sunlight|solar water disinfection|how does sodis work|what is sodis|can the sun purify water|does sunlight kill germs in water|sun water purification	Clear bottle in full sun 6 h (2 days if cloudy).
do water filters remove viruses|does a water filter kill viruses|can a filter remove viruses	Most portable filters don't; boil or disinfect.
can i drink seawater|can you drink salt water|is it safe to drink ocean water|can i drink sea water|drinking seawater|can you drink ocean water|is it ok to drink seawater|is it safe to drink seawater|can i drink ocean water|what happens if you drink seawater|should i drink salt water	No. It dehydrates you faster.
can i drink my urine|can you drink urine to survive|should i drink pee|can you drink your own pee|is it safe to drink urine|should i drink my urine to survive|can drinking urine save you	No. It's salty waste and worsens dehydration.
can i eat snow for water|should i eat snow|is eating snow safe|can you eat snow|can i eat snow|is it ok to eat snow|can i eat snow for hydration|should i eat snow if thirsty|is it safe to eat snow|can you eat snow for water|can i drink melted snow	Melt it first; eating it chills you.
can i drink from a stream|is stream water safe to drink|can you drink river water|is lake water safe to drink|can i drink creek water|is river water safe|can i drink water from a lake|can i drink from a river|can i drink pond water|is it safe to drink from a lake|is creek water safe to drink|can you drink stream water|is it safe to drink from a stream|can i drink water from a stream|can i drink puddle water|is puddle water safe to drink|can i drink dirty water	Not untreated. Boil, filter or disinfect it.
can i drink rainwater|is rain water safe to drink|can you drink rain|is rainwater safe to drink|is it safe to drink rain	Safer than most, but treat it if you can.
how do i find water|how to find water in the wild|where to find water|finding water in the wilderness|how to find water in the woods|where can i find water|where do i look for water|where can i get water in the wild|how to find drinking water|where to look for water|how do i find water in the woods|how do i find water when lost|how to find a water source	Go downhill; follow green plants, game trails.
how to find water in the desert|water in the desert|finding water in the desert|where to find water in the desert|how do i find water in the desert	Dig at the outside bend of a dry riverbed.
how to collect rainwater|how to catch rain water|how to collect rain	Spread a tarp or poncho to funnel it into a pot.
how to collect dew|how to get water from dew|dew water	Wipe wet grass with a cloth at dawn, wring it.
what is a solar still|how to make a solar still|how does a solar still work	Plastic over a pit; water condenses into a cup.
how to get water from plants|transpiration bag|how to get water from trees	Tie a clear bag over leafy branches in the sun.
how to boil water without a pot|boil water without a pot	Drop hot, dry rocks into water in a container.
can i drink water from a cactus|cactus water|is cactus water safe	Usually not; most cactus pulp makes you sick.
should i ration water|should i ration my water|how to ration water|should i save my water|is it smart to ration water|should i ration water when stranded|should i save water or drink it|should i drink all my water|should i conserve water	No. Drink what you need; ration sweat instead.
what are the signs of dehydration|how do i know if im dehydrated|dehydration symptoms|signs of dehydration|am i dehydrated|signs of being dehydrated|how can i tell if im dehydrated|symptoms of dehydration|what does dehydration feel like|dehydration signs	Thirst, dark urine, headache, dizziness.
how do i make oral rehydration solution|homemade electrolyte drink|oral rehydration salts recipe|ors recipe|how to make rehydration drink|how to make electrolyte water|diy electrolyte drink|how to treat dehydration|what to drink for dehydration|rehydration solution	1 L water, 6 tsp sugar, 1/2 tsp salt.
# ---- fire (US Forest Service, FM 21-76)
how do i start a fire|how to start a fire|how to make a fire|how to build a fire|how do you start a campfire|how to light a campfire|how to make a campfire|how do i build a campfire|how do i make a fire|how to start a campfire|how to get a fire going|how do i light a fire|steps to start a fire|how to start a fire in the woods|how do you make a campfire	Tinder, then kindling, then bigger wood.
what does a fire need to burn|fire triangle|what are the three things a fire needs|what are the 3 elements of fire|what 3 things does fire need|what does fire need to burn	Heat, fuel and oxygen.
what is tinder|examples of tinder|what makes good tinder|best tinder|good tinder|what can i use as tinder|what is good tinder|what should i use for tinder|natural tinder	Dry grass, birch bark, cotton or wood shavings.
what is kindling|what makes good kindling|good kindling	Dry twigs and sticks, pencil to thumb thick.
how to start a fire without matches|how to start a fire without a lighter|how to make fire without matches|fire without matches|how to make fire without a lighter|how to light a fire without matches|how do i start a fire with no matches|how to make fire with no lighter|how do i make a fire without a lighter|how to start a fire without matches or a lighter|ways to start a fire without matches|fire without a lighter	Ferro rod, lens, bow drill, or battery and wool.
how to start a fire with a battery|battery and steel wool fire|fire with a 9 volt battery	Touch both 9V terminals to fine steel wool.
how to start a fire with a magnifying glass|fire with a lens|how to start a fire with glasses|fire with a magnifying glass	Focus sunlight to a tiny dot on dark tinder.
how to start a fire in the rain|how to start a fire with wet wood|wet wood fire|how to make a fire when everything is wet|fire in the rain|how do you start a fire when its raining|how do i start a fire in the rain|how to get a fire going in the rain|how to start a fire when wood is wet|can wet wood burn|how to burn wet wood|how do i get a fire going when its raining|how to light a fire when its raining	Split standing deadwood to reach the dry inside.
how to use a ferro rod|how to use a fire steel|ferro rod|how does a ferro rod work	Scrape it hard with a steel edge into tinder.
what is a bow drill|how does a bow drill work|how to use a bow drill|bow drill fire	A bow spins a stick on a board to make an ember.
what wood burns best|best firewood|best wood for a fire|what firewood is best	Dry hardwood like oak, maple or ash.
how to put out a campfire|how to extinguish a campfire|how do you put out a campfire|putting out a campfire|how should i put out a campfire|how to put out a fire safely|how do i put out my campfire|put out campfire	Drown it, stir it, feel that it's cold.
can i have a fire in my tent|can i cook in a tent|is it safe to use a stove in a tent|stove in a tent|can i use a heater in a tent|can i sleep in a tent with a heater|is a heater in a tent safe|can i run a propane heater in a tent|~can i cook inside a tent|~is it safe to cook in a tent|~cooking inside a tent|~can i light a fire inside a tent	No. Fire and carbon monoxide risk.
where to build a campfire|where should i make a fire|where to put a campfire	Bare ground, away from tents, trees and brush.
# ---- shelter and staying warm (FM 21-76, NWS)
how do i build a shelter|how to build a shelter|how to make a survival shelter|how to build a survival shelter|emergency shelter|how to make a shelter in the woods|how do i make a shelter in the woods|how to make a shelter|how to build an emergency shelter|best survival shelter|how do you build a shelter|what shelter should i build	Lean-to or debris hut; insulate from the ground.
what is a debris hut|how to build a debris hut|debris hut	A ridgepole frame under 3+ ft (1 m) of leaves.
how to build a lean to|what is a lean to|lean to shelter|~how to build a lean to shelter|~how do i make a lean to	Poles on a ridgepole, back to the wind.
where should i build a shelter|best place for a shelter|where to set up camp|shelter location|where to put a shelter|where is the best place to build a shelter|where should i set up my shelter|where to build a shelter|where should i camp|where to camp	Dry, sheltered high ground, no dead trees above.
how to stay warm at night outside|how to stay warm in the cold|how to keep warm while camping|how to stay warm without a fire|how to stay warm outside|how do i keep warm at night|how to keep warm in the woods|how do i stay warm at night in the woods|how to stay warm when camping|how to not freeze at night|how to survive a cold night outside|how to keep warm outside	Stay dry, block wind, insulate from the ground.
how to build a snow cave|how to make a snow cave|snow shelter|snow cave	Dig into a drift; poke an air hole in the roof.
how to use an emergency blanket|space blanket|how does an emergency blanket work|mylar blanket	Wrap it snugly around you to hold body heat.
is cotton bad in the cold|why is cotton bad for hiking|cotton kills|is cotton good for hiking|~is cotton clothing bad|~is cotton bad for camping|~should i wear cotton hiking|~should i wear jeans hiking|~is cotton bad for cold weather	Yes. Wet cotton stops insulating; wear wool.
how to dress for the cold|how to layer for cold weather|layering clothes|how to dress in layers|what to wear in the cold|~what to wear when its freezing|~what to wear in freezing weather|~how to dress when its freezing|~what should i wear in the cold|~what to wear when its cold outside	Base layer, warm middle, wind and rain shell.
what is the cold acronym|cold survival acronym|what does cold stand for	Clean, avoid Overheating, Layers, Dry.
# ---- signaling and rescue (FM 21-76, ICAO, FCC)
what is the universal distress signal|international distress signal|how to signal distress|distress signal|universal sign for help|what is the signal for help|international signal for help|sign for help|how many whistle blasts means help|how many times to blow a whistle for help|whistle signal for help|how many whistles for help|~what do 3 whistles mean|~3 whistle blasts meaning|~what does 3 of anything mean|~what do three whistle blasts mean	Three of anything: 3 blasts, 3 fires, 3 flashes.
how do i signal for help|how to signal for help|how to signal rescuers|how do i get rescued|how to get help in the wild|how to get rescued|how do i call for help without a phone|how to get help without a phone|how to signal for rescue|how do i signal a rescuer|how to call for help in the woods|how to let rescuers find you|how to get found	3 whistle blasts, a mirror, bright colors, fire.
what is sos in morse code|sos morse code|how to signal sos|sos code|whats the sos signal|what is the sos signal|how do you signal sos|sos signal|sos in morse|what does sos look like in morse code|~how to write sos in morse code|~write sos in morse	... --- ... (3 short, 3 long, 3 short).
how to use a signal mirror|signal mirror|how to signal a plane with a mirror|how to use a mirror to signal	Aim the flash through a V of your fingers.
how to signal a plane|how to signal a helicopter|ground to air signals|how to signal an aircraft|how to signal a rescue plane|how to signal a helicopter for help|what to write on the ground for rescue|ground signals for rescue|~how to signal a plane for help|~how to signal an airplane|~how to signal a search plane	V means need help, X means need medical help.
should i carry a whistle|should i bring a whistle hiking|is a whistle better than yelling	Yes. It carries farther than your voice.
how do i save phone battery in an emergency|save phone battery|phone battery emergency|how to make phone battery last|how do i make my phone battery last longer|how to make my phone last longer|how to save battery on my phone|how to conserve phone battery|phone dying	Airplane mode, low brightness, check it rarely.
can i text 911|can you text 911|text 911	Often, yes. Call if you can, text if you can't.
what is a plb|personal locator beacon|what does a plb do|what is a personal locator beacon	It sends your location to rescuers by satellite.
# ---- navigation (FM 21-76)
how do i find north without a compass|how to find north without a compass|how to find direction without a compass|how to navigate without a compass|how to find north|how can i find north with no compass|how to find north with no compass|how do i find north|how do i know which way is north|how to tell which way is north|how to tell direction without a compass|how do i find my direction	Sun, shadow stick, or the North Star.
how do i find north at night|how to find the north star|how to find polaris|find north at night|how do you find the north star|how do i find the north star|where is the north star|how to find north using stars|how to navigate by the stars|~how to navigate using the stars|~how to use the stars to find north|~which star points north	Follow the Big Dipper's 2 end stars to Polaris.
how to find south at night|southern cross|how to find south in the southern hemisphere	Extend the Southern Cross's long axis 4.5 times.
how does the shadow stick method work|shadow stick|how to use a shadow stick|shadow stick method|~how to use a stick to find direction|~stick and shadow direction|~how to find direction with a stick	Mark the shadow tip twice, 15 min apart: W to E.
how to use a watch as a compass|watch compass|how to find south with a watch|how to find direction with a watch	Hour hand at sun; south halfway to 12 (N hem).
does moss grow on the north side|does moss grow on the north side of trees|can moss tell direction|moss north|does moss really grow on the north side|can moss tell you north|is moss on the north side	Not reliably. Don't navigate by moss.
should i follow a river if lost|should i follow a stream to find help|should i follow water downhill|should i follow a river to find people|will a river lead to people|should i walk downstream	Stay put first; if you must move, go downstream.
how do i use a compass|how to use a compass|how do i read a compass|how to read a compass	Hold it flat; the red needle points north.
how to walk in a straight line|how not to walk in circles|how to keep a straight line in the woods	Pick a landmark ahead, walk to it, repeat.
# ---- food (FM 21-76, CDC)
what can i eat in the wild|what to eat in the wilderness|survival food|what food can you find in the wild|what to eat when lost|what can i eat in the woods|what to eat in the woods|how to find food in the wild|how do i find food in the woods|how to get food in the wild|what can i eat to survive	Insects, fish, and plants you know for sure.
can i eat bugs|are insects safe to eat|can you eat insects|eating insects|can i eat insects|~can i eat grasshoppers|~are grasshoppers safe to eat|~can you eat crickets|~can i eat ants|~can i eat grubs|~can i eat worms	Yes, cooked. Skip bright, hairy or smelly ones.
can i eat wild mushrooms|are wild mushrooms safe|should i eat mushrooms in the wild|can i eat mushrooms i find|are wild mushrooms safe to eat|is it safe to eat wild mushrooms|can you eat mushrooms from the woods|which mushrooms are safe to eat|~should i eat mushrooms if starving|~can i eat mushrooms to survive	No, unless an expert IDs them. Some are deadly.
can i eat wild berries|are wild berries safe to eat|which berries are safe to eat|can i eat berries|can i eat any berries i find|are wild berries edible|are berries in the woods safe to eat|can you eat wild berries|which wild berries can i eat	Only ones you know for sure. Many are toxic.
are white berries poisonous|are white berries safe|white berries|yellow berries	Assume so. Most white and yellow ones are.
what is the universal edibility test|edibility test|how to test if a plant is edible|how to tell if a plant is edible|how do i know if a plant is edible|how to know if a plant is safe to eat|is this plant edible|how to tell if a plant is poisonous	Tiny amounts over 24+ hours; last resort only.
should i eat plants with milky sap|milky sap plants|is milky sap poisonous	No. Avoid plants with milky sap.
can i eat raw fish from a river|is it safe to eat raw freshwater fish|can i eat raw fish from a lake|can i eat a raw fish i caught|can i eat raw fish|should i cook fish i catch|is raw fish safe to eat in the wild	No. Cook freshwater fish to kill parasites.
how to fish without a rod|how to catch fish without a fishing rod|survival fishing|how to catch fish with no rod	A hand line with a hook, or a trap in shallows.
what is rabbit starvation|protein poisoning|can you starve eating only rabbit	Illness from eating only lean meat; add fat.
# ---- cold (CDC, NWS, MN DNR, US Coast Guard)
what are the signs of hypothermia|hypothermia symptoms|signs of hypothermia|how do i know if someone has hypothermia|how can i tell if someone has hypothermia|symptoms of hypothermia|hypothermia signs|early signs of hypothermia|how to recognize hypothermia|what does hypothermia look like|~first signs of hypothermia|~early hypothermia signs	Shivering, confusion, slurred speech, drowsy.
how do i treat hypothermia|how to treat hypothermia|what to do for hypothermia|hypothermia first aid|someone has hypothermia|what should i do if someone has hypothermia|how to help someone with hypothermia|how to warm up someone with hypothermia|what to do if someone has hypothermia|how do i warm up a hypothermic person|hypothermia treatment|~my friend has hypothermia|~what to do if my friend has hypothermia|~how to help a friend with hypothermia	Get dry and warm; warm the chest and core first.
can i give warm drinks for hypothermia|warm drinks for hypothermia|should i give hot drinks for hypothermia	Yes, warm sweet drinks if they are fully alert.
does alcohol warm you up|does alcohol keep you warm|should i drink alcohol to stay warm|should i drink alcohol when cold|is alcohol good when cold|can alcohol keep you warm|does drinking alcohol warm you|alcohol in the cold|is it good to drink alcohol when cold|is it good to drink alcohol in the cold	No. It makes you lose heat faster.
what are the signs of frostbite|frostbite symptoms|how do i know if i have frostbite|signs of frostbite|what does frostbite look like|how can i tell if i have frostbite|early signs of frostbite	Numb, white or gray-yellow, hard or waxy skin.
how do i treat frostbite|how to treat frostbite|frostbite first aid|what to do for frostbite|how do i warm up frostbite|what do i do for frostbite|how to warm frostbitten fingers|how to treat frostbitten toes|what helps frostbite|frostbite treatment|how to fix frostbite|how to warm up frostbite|~what to do for someone with frostbite|~someone has frostbite|~how to help someone with frostbite|~my friend has frostbite	Rewarm in warm, not hot, water. Don't rub it.
should i rub frostbite|can i rub frostbite with snow|rub snow on frostbite|should i rub frostbitten fingers|can i rub frostbite|should you rub frostbite	No. Rubbing damages the frozen tissue.
should i thaw frostbite if it can refreeze|refreezing frostbite|can frostbite refreeze	No. Don't thaw it if it could refreeze.
what is frostnip|frostnip	Mild cold injury that heals without damage.
what do i do if i fall through ice|fell through ice|how to get out of icy water|fall through ice|what to do if you fall through the ice|i fell through the ice|i fell through ice what do i do|what if i fall through ice|how do i get out if i fall through ice|how to get out of ice water|fell through the ice	Turn back the way you came, kick, pull, roll.
how thick should ice be to walk on|is the ice safe|how thick ice to walk on|safe ice thickness|how thick does ice need to be|how thick does ice have to be to walk on|how thick should ice be|is ice safe to walk on|when is ice safe to walk on|how thick for ice to be safe|is it safe to walk on a frozen lake|can i walk on a frozen lake|can i walk on a frozen pond|walking on ice safety|how thick should lake ice be|~how thick should lake ice be to walk on|~how thick should pond ice be|~how thick should river ice be	At least 4 inches (10 cm) of clear ice.
how thick should ice be for a car|ice thickness for a car|how thick ice to drive on	8 to 12 inches (20 to 30 cm).
what is the 1 10 1 rule|cold water 1 10 1 rule|cold water immersion|what is cold shock	1 min shock, 10 min to move, 1 hour to pass out.
how long can you survive in cold water|how long can you last in freezing water|how long in icy water|how long can you survive in freezing water|how long can you survive in icy water|how long can a person survive in cold water	About 1 hour until you pass out in icy water.
what is the help position|heat escape lessening posture|help position	Hug your knees to your chest while floating.
what do i do if stuck in a car in a snowstorm|stranded in a car in winter|car stuck in snow what to do|stuck in snow in car|my car is stuck in the snow|stuck in a snowstorm in my car|what to do if stuck in snow in a car|stranded in a snowstorm|car stuck in a blizzard|what do i do if my car breaks down in the snow|car broke down in winter|car breaks down in a blizzard|stuck in my car in the cold|trapped in a car in snow	Stay in; run it 10 min an hour, exhaust clear.
what is trench foot|trench foot	Foot damage from being cold and wet too long.
how to prevent trench foot|how to keep feet dry	Keep feet dry and change wet socks often.
what is snow blindness|snow blindness	Sunburned eyes from snow glare.
how to prevent snow blindness|how to protect eyes from snow glare	Wear sunglasses or slit goggles on snow.
# ---- heat (CDC)
what are the signs of heat exhaustion|heat exhaustion symptoms|signs of heat exhaustion|what does heat exhaustion look like|how can i tell if i have heat exhaustion	Heavy sweat, cool clammy skin, nausea, dizzy.
how do i treat heat exhaustion|how to treat heat exhaustion|heat exhaustion first aid|what to do for heat exhaustion|~how to cool down someone with heat exhaustion|~someone has heat exhaustion|~how to help someone with heat exhaustion|~how to cool down from heat exhaustion|~my friend has heat exhaustion	Cool place, loosen clothes, sip water.
what are the signs of heat stroke|heat stroke symptoms|signs of heat stroke|how do i know if someone has heat stroke|how can i tell if someone has heat stroke|what does heat stroke look like|heatstroke symptoms|signs of heatstroke	Hot red skin, confusion, 103 F (39.4 C) or more.
how do i treat heat stroke|how to treat heat stroke|heat stroke first aid|what to do for heat stroke|someone has heat stroke|heat stroke what to do|what should i do if someone has heat stroke|how to help someone with heat stroke|someone has heatstroke|heatstroke treatment|how do i treat heatstroke|someone passed out from the heat|someone collapsed in the heat|fainted from heat|~my friend passed out from the heat|~friend fainted from heat|~my friend has heat stroke	Call emergency help; cool them fast with water.
what is the difference between heat stroke and heat exhaustion|heat stroke vs heat exhaustion	Heat stroke brings confusion; it's an emergency.
how do i survive in the desert|how to survive in the desert|desert survival tips|desert survival|how to survive in the heat|lost in the desert|stranded in the desert	Shade by day, move at night, keep skin covered.
should i cover my skin in the desert|should i wear long sleeves in the desert|should i take my shirt off in the desert	Keep it covered. Covered skin loses less water.
# ---- wildlife (National Park Service, CDC, WHO)
what do i do if i see a bear|what to do if you see a bear|bear encounter|i see a bear|there is a bear|what should i do if i see a bear|what if i see a bear|i saw a bear|bear nearby what do i do|what to do if a bear approaches|bear safety|how to survive a bear encounter|what to do if a bear comes close|~bear in my camp|~bear walks into camp|~bear in camp what to do|~a bear is in my campsite	Stay calm, don't run; talk and back away slowly.
should i run from a bear|can i outrun a bear|can you outrun a bear|should i run away from a bear|should you run from a bear|can i run from a bear|how fast can a bear run	No. Never run; bears can run 35 mph.
what do i do if a black bear attacks|black bear attack|what to do if attacked by a black bear|what to do if a black bear attacks you|how to survive a black bear attack|black bear attacks me	Fight back hard; aim at its face.
what do i do if a grizzly bear attacks|grizzly bear attack|brown bear attack|what to do if attacked by a grizzly|what to do if a grizzly attacks|grizzly attack what do i do|how to survive a grizzly attack|grizzly attacks me|brown bear attacks me|what to do if a brown bear attacks	Play dead on your stomach, hands behind neck.
should i play dead with a bear|do you play dead with a bear|play dead bear	Grizzly: yes. Black bear: no, fight back.
how to use bear spray|when to use bear spray|how does bear spray work	Aim slightly low at a charging bear and spray.
how to store food from bears|how to keep bears away from camp|bear proof food storage|bears and food|keep bears away from food|how to keep bears away from food|how to store food in bear country|how to hang food from bears|bear safe food storage	Bear canister, 100 yards from your tent.
what do i do if i see a mountain lion|mountain lion encounter|cougar attack|what to do if a cougar attacks|mountain lion attack|what if i see a cougar|what to do if you see a cougar|cougar encounter|what to do if a mountain lion attacks|what if i see a mountain lion|puma attack|cougar nearby|~how to scare off a mountain lion|~how to scare away a cougar|~how to scare a mountain lion away|~how to scare off a cougar	Don't run; look big, make noise, fight back.
what do i do if i see a moose|moose charging|moose attack|what to do if a moose charges	Run and get behind a tree or a car.
what do i do if i see an alligator|alligator attack|crocodile attack|what to do if an alligator attacks	Back away; if it bites, fight back at the eyes.
what do i do if a snake bites me|snake bite first aid|how to treat a snake bite|snakebite|bitten by a snake|what to do for a snake bite|a snake bit me|i got bit by a snake|i was bitten by a snake|what should i do if a snake bites me|what to do if bitten by a snake|snake bite what to do|rattlesnake bite|i got bitten by a rattlesnake|rattlesnake bit me|bitten by a rattlesnake|venomous snake bite|~snake bit my leg|~snake bite on the leg|~snake bit my hand|~my friend got bitten by a snake|~someone got bitten by a snake	Get help; keep still and calm, no tourniquet.
should i suck out snake venom|can you suck out snake venom|should i cut a snake bite|should i put ice on a snake bite|should i suck the venom out|should i suck out the venom|can you suck venom out|should i tie off a snake bite|should i cut and suck a snake bite	No. Don't cut, suck, ice or tie it off.
how do i remove a tick|how to remove a tick|tick removal|how do i get a tick off|tick bite|how do i get a tick out|how to get a tick out|how to get rid of a tick|how do you remove a tick|tick stuck in skin|~how to pull out a tick|~how to pull a tick off	Tweezers at the skin; pull straight up, steady.
what do i do if a wild animal bites me|animal bite|do i need a rabies shot|what to do after an animal bite|rabies|a dog bit me|dog bite what to do|bitten by a dog|a stray dog bit me|bat bite|raccoon bite|what to do for an animal bite	Wash it with soap for 15 min; get medical care.
what do i do if a shark attacks|shark attack|how to survive a shark attack	Hit its eyes and gills, then get out of water.
how to avoid mosquito bites|mosquito repellent|best bug repellent|how to keep mosquitoes away|~how to avoid mosquitoes|~how to not get bitten by mosquitoes|~how to avoid bug bites|~how to avoid getting bitten by mosquitoes|~how to prevent mosquito bites	DEET or picaridin repellent, long sleeves.
# ---- weather (National Weather Service, Ready.gov)
what do i do in a lightning storm|lightning safety|how to stay safe from lightning|caught outside in lightning|what to do in a thunderstorm|thunderstorm safety|what should i do if im outside during lightning|what to do if caught in lightning|outside in a thunderstorm|caught in a thunderstorm|where to go during lightning|lightning storm what to do|what to do in lightning|what do i do if lightning is close|lightning is close what do i do|lightning nearby|thunder and lightning what do i do|is my car safe in lightning|~safest place during lightning|~where is safe during lightning|~safest place in a thunderstorm|~where to shelter from lightning	Get inside a building or hard-top car now.
what if i cant get indoors in lightning|lightning with no shelter|lightning in the woods|lightning while hiking|lightning while camping|no shelter in a lightning storm|lightning and no building nearby|caught in lightning in the mountains|is it safe to stand under a tree in a thunderstorm|can i hide under a tree in lightning|should i stand under a tree during lightning|lightning on a mountain|lightning on a lake	Leave high ground and water; avoid lone trees.
how long to wait after thunder|when is it safe after lightning|30 minute rule lightning|when can i go back outside after lightning	30 minutes after the last thunder.
how far away is the lightning|how to tell how far away lightning is|lightning distance|how far away is a storm|how do i know how far lightning is|how far is the lightning|how close is the lightning|how to calculate lightning distance|how far away is thunder	Seconds to thunder / 5 = miles (/ 3 = km).
is it safe outside during thunder|can i stay outside if i hear thunder|when thunder roars	No. When thunder roars, go indoors.
what do i do in a tornado|tornado safety|where to go in a tornado|tornado warning what to do|what to do during a tornado|where should i go during a tornado|where is safe in a tornado|where to hide in a tornado|tornado shelter|safest place in a tornado|safest place in a house during a tornado|what room is safest in a tornado|safest room in a tornado|tornado where to hide in a house|tornado is coming	Basement or small interior room, lowest floor.
what do i do in a tornado if im driving|tornado in a car|can i hide under an overpass in a tornado|tornado while driving|~tornado while im in my car|~tornado and im in my car|~caught in a tornado in a car|~what to do in a tornado in a car	Get to a sturdy building; never an overpass.
what do i do in a flood|flood safety|flash flood what to do|what to do during a flood|flash flood|what to do in a flash flood|flooding what to do|what to do if it floods|flood coming what do i do	Get to higher ground; never walk or drive in it.
can i drive through flood water|driving through floodwater|how much water can sweep away a car|can a car float in a flood|is it safe to drive through a flooded road|can i drive through a flooded road|is it safe to drive through flood water|can a car drive through a flood|driving on a flooded road|how deep of water can move a car|how much water to float a car|how deep water can a car drive through	No. 1 foot of moving water can sweep a car away.
